epoch,train/loss,val/loss,learning_rate,train/time,val/time,train/confmaps/head,train/confmaps/eyeL,train/confmaps/eyeR,train/confmaps/neck,train/confmaps/thorax,train/confmaps/abdomen,train/confmaps/forelegR1,train/confmaps/forelegR2,train/confmaps/forelegR3,train/confmaps/forelegR4,train/confmaps/midlegR1,train/confmaps/midlegR2,train/confmaps/midlegR3,train/confmaps/midlegR4,train/confmaps/hindlegR1,train/confmaps/hindlegR2,train/confmaps/hindlegR3,train/confmaps/hindlegR4,train/confmaps/forelegL1,train/confmaps/forelegL2,train/confmaps/forelegL3,train/confmaps/forelegL4,train/confmaps/midlegL1,train/confmaps/midlegL2,train/confmaps/midlegL3,train/confmaps/midlegL4,train/confmaps/hindlegL1,train/confmaps/hindlegL2,train/confmaps/hindlegL3,train/confmaps/hindlegL4,train/confmaps/wingL,train/confmaps/wingR
9,0.0016246564919129014,0.0014015606138855219,9.999999747378752e-05,48.17191696166992,2.5245184898376465,0.0015710388543084264,0.00090371462283656,0.00106049666646868,0.0014556845417246222,0.000543043075595051,0.0017497902736067772,0.0012790028704330325,0.001462576212361455,0.0016334069659933448,0.001978937303647399,0.0013420110335573554,0.0017554988153278828,0.001813544542528689,0.0021720565855503082,0.0015075086848810315,0.0019211340695619583,0.001936950720846653,0.002228762023150921,0.0007817050791345537,0.0011187589261680841,0.001241648686118424,0.002071027411147952,0.0014563928125426173,0.0017125491285696626,0.001844212762080133,0.002110188826918602,0.0016249760519713163,0.0019052957650274038,0.0019263122230768204,0.0021365792490541935,0.001881191274151206,0.00186301046051085
10,0.0014876930508762598,0.0013078057672828436,9.999999747378752e-05,47.693153381347656,2.3757100105285645,0.0015163264470174909,0.0008460821118205786,0.0007115123444236815,0.0011986824683845043,0.0005395258194766939,0.0016630954341962934,0.0007858044118620455,0.0011124814627692103,0.0013738867128267884,0.0019402841571718454,0.0009038960561156273,0.0016395365819334984,0.0016552472952753305,0.0021938756108283997,0.0013747538905590773,0.0017317283200100064,0.001819812343455851,0.002242900198325515,0.0006343057029880583,0.001050407299771905,0.0011937288800254464,0.002005260204896331,0.0012174302246421576,0.0016560247167944908,0.0017522022826597095,0.002112424233928323,0.001480738865211606,0.0016673685749992728,0.0018629800761118531,0.0021441581193357706,0.001822281046770513,0.0017574342200532556
11,0.0013604674022644758,0.0012270421721041203,9.999999747378752e-05,48.07111740112305,2.3782126903533936,0.0014036268694326282,0.0007422427297569811,0.000583081622608006,0.0010132971219718456,0.0005331987631507218,0.0015950107481330633,0.0005717887543141842,0.0009569937246851623,0.001266812440007925,0.0019254009239375591,0.0008532899664714932,0.0012778480304405093,0.0013318245764821768,0.0021189877297729254,0.0011384430108591914,0.0015454626409336925,0.001757791149429977,0.002194983186200261,0.0005909321480430663,0.0010452264687046409,0.0011626126943156123,0.00200338545255363,0.001039771013893187,0.0013867600355297327,0.001546041457913816,0.0021029612980782986,0.0011425296543166041,0.0014870093436911702,0.0018007524777203798,0.0021303491666913033,0.0016880451003089547,0.0015984971541911364
12,0.0012726306449621916,0.0011767223477363586,9.999999747378752e-05,48.63327407836914,2.456357955932617,0.0012857230613008142,0.0006559250759892166,0.0005312484572641551,0.0007899734773673117,0.0004986597923561931,0.0015559113817289472,0.00048099426203407347,0.000925037544220686,0.0012079665903002024,0.001893503125756979,0.0008656008285470307,0.001050243736244738,0.0011787358671426773,0.0020531085319817066,0.000984683632850647,0.0014448114670813084,0.001722334767691791,0.0021731024608016014,0.0004974481416866183,0.001001539989374578,0.0011441359529271722,0.0019735631067305803,0.0008863050607033074,0.0012086285278201103,0.0014141768915578723,0.002049434697255492,0.0008721306803636253,0.0014268039958551526,0.0017536761006340384,0.002106647938489914,0.0015944847837090492,0.0014976421371102333
13,0.0012085976777598262,0.0011447725119069219,9.999999747378752e-05,48.669044494628906,2.46669864654541,0.0011817641789093614,0.0006193590234033763,0.0005102913710288703,0.0006052395328879356,0.0004626500594895333,0.0015163628850132227,0.000424987607402727,0.000910060596652329,0.0011328959371894598,0.0018362022237852216,0.0008413541945628822,0.0009435418760403991,0.0010682657593861222,0.002007431583479047,0.0009035198600031435,0.001384521252475679,0.0017086886800825596,0.002160729607567191,0.0004264691669959575,0.0009653305751271546,0.0011224750196561217,0.0019342206651344895,0.0007752116653136909,0.0010884746443480253,0.0012929396471008658,0.0019997123163193464,0.0007092583691701293,0.0013942605582997203,0.0017251968383789062,0.002089023357257247,0.001512762508355081,0.001421925611793995
14,0.0011665370548143983,0.0010973290773108602,9.999999747378752e-05,55.05741500854492,3.2550604343414307,0.0010830678511410952,0.000599582854192704,0.0005055127548985183,0.0004969575675204396,0.00045124630560167134,0.001475679804570973,0.0003971827682107687,0.0009018994169309735,0.0010787700302898884,0.0017824474489316344,0.0007979049114510417,0.0008918077801354229,0.0010025498922914267,0.001978151500225067,0.0008473018533550203,0.001345946337096393,0.0017044635023921728,0.002153608715161681,0.00039443548303097486,0.0009670283179730177,0.0010959942592307925,0.0018945035990327597,0.0007148400763981044,0.0010112978052347898,0.0012007957557216287,0.001955596497282386,0.0006089561502449214,0.0013740254798904061,0.0017092394409701228,0.002080477774143219,0.0014607686316594481,0.0013671473134309053
15,0.0011224092449992895,0.0010833953274413943,9.999999747378752e-05,84.60615539550781,6.44680118560791,0.000978709664195776,0.0005781286163255572,0.0005012117326259613,0.0004208383907098323,0.0004182045813649893,0.0014014398911967874,0.00036459421971812844,0.0008721071062609553,0.0010269148042425513,0.0016982336528599262,0.0007308709318749607,0.0008669144008308649,0.0009508209186606109,0.0019411996472626925,0.0007448410033248365,0.001302749034948647,0.0016848891973495483,0.0021503972820937634,0.0003544957435224205,0.0009567678207531571,0.0010577990906313062,0.0018483102321624756,0.0006544272764585912,0.0009505571215413511,0.0011134647065773606,0.0019178366055712104,0.0005295498995110393,0.0013604749692603946,0.0016990980366244912,0.002078528515994549,0.0014169886708259583,0.001345731085166335
16,0.0010892635909840465,0.0010342724854126573,9.999999747378752e-05,112.39926147460938,6.667769432067871,0.0008890719618648291,0.0005693090497516096,0.0005099087138660252,0.0003833212540484965,0.0003909377846866846,0.001311778207309544,0.0003570190747268498,0.0008578659617342055,0.0010030099656432867,0.0016246525337919593,0.0006552248378284276,0.0008483384735882282,0.0009160457411780953,0.0019198067020624876,0.0006520568858832121,0.0012651950819417834,0.0016729121562093496,0.002141333883628249,0.00034702103585004807,0.0009584559593349695,0.0010365376947447658,0.0018222449580207467,0.0006203866214491427,0.0009006877080537379,0.0010394029086455703,0.0018911582883447409,0.00047809549141675234,0.0013399014715105295,0.0016996017657220364,0.002074607415124774,0.0013789177173748612,0.0013016262091696262
17,0.0010564860422164202,0.0010263083968311548,9.999999747378752e-05,111.88663482666016,6.1884565353393555,0.0007953380118124187,0.000562915694899857,0.0005124444724060595,0.0003410308272577822,0.0003668415592983365,0.0012156901648268104,0.00033954117679968476,0.0008528502658009529,0.000996038899756968,0.0015243293019011617,0.0005856364732608199,0.0008263933123089373,0.000878544757142663,0.0018896822584792972,0.0005599723081104457,0.0012390654301270843,0.0016584651311859488,0.0021336579229682684,0.0003330959298182279,0.0009526995709165931,0.0010210467735305429,0.001783823361620307,0.0005818905774503946,0.0008681443869136274,0.000986482365988195,0.0018561241449788213,0.0004362714826129377,0.001331846578978002,0.001709507661871612,0.002068629954010248,0.0013328894274309278,0.0012666650582104921
18,0.0010281272698193789,0.0010007598903030157,9.999999747378752e-05,56.858158111572266,2.487210512161255,0.0006994669092819095,0.0005567524349316955,0.0005196725251153111,0.0003094442072324455,0.0003298166848253459,0.0011217209976166487,0.00033174525015056133,0.0008343466324731708,0.0009794383076950908,0.0014397281920537353,0.0005258747842162848,0.0008096899837255478,0.0008731029811315238,0.0018594637513160706,0.0004990535671822727,0.0012171207927167416,0.0016378279542550445,0.0021235328167676926,0.0003333818167448044,0.0009404356824234128,0.0009969662642106414,0.0017502824775874615,0.0005563811282627285,0.0008356550242751837,0.000928248860873282,0.001808248576708138,0.0004107383720111102,0.0013211050536483526,0.001715692225843668,0.0020590890198946,0.001314676832407713,0.0012613761937245727
19,0.0010001457994803786,0.0009586448431946337,9.999999747378752e-05,46.40206527709961,2.992659568786621,0.0006092400290071964,0.0005513977375812829,0.0005216955323703587,0.00028922653291374445,0.0003010569198522717,0.0010288815246894956,0.0003172659780830145,0.000818665896076709,0.0009683085954748094,0.0013606908032670617,0.00047936468035914004,0.0008048082236200571,0.000858090294059366,0.0018284835387021303,0.00044339412124827504,0.0011940104886889458,0.0016261793207377195,0.002116395626217127,0.0003245192638132721,0.0009280107915401459,0.0009862692095339298,0.0017256248975172639,0.0005274539580568671,0.000796812993939966,0.0008818659698590636,0.001760086975991726,0.00037723025889135897,0.0012976021971553564,0.0017192672239616513,0.002052127616479993,0.0012772470945492387,0.001233389601111412
20,0.000977625953964889,0.0009530229144729674,9.999999747378752e-05,51.63291931152344,2.2536962032318115,0.0005384742980822921,0.000546616327483207,0.0005149238277226686,0.0002750213607214391,0.0002758533228188753,0.0009297015494666994,0.00031062468769960105,0.0008107825997285545,0.0009643399971537292,0.001286103273741901,0.0004452138382475823,0.0007937981863506138,0.000832010293379426,0.0017822613008320332,0.00040200966759584844,0.0011669989908114076,0.001612369203940034,0.0021100426092743874,0.00031399508588947356,0.0009180044289678335,0.00097175088012591,0.0016727519687265158,0.0005080301780253649,0.0007917402544990182,0.0008621577871963382,0.0016976322513073683,0.0003702752001117915,0.0012953580589964986,0.0017379586352035403,0.0020481059327721596,0.001274421694688499,0.00122470420319587
21,0.0009572678245604038,0.0009237102349288762,9.999999747378752e-05,44.339378356933594,2.2967100143432617,0.0004739731957670301,0.0005376663757488132,0.000522024289239198,0.0002663524355739355,0.00026953357155434787,0.0008278603781946003,0.00031605898402631283,0.0008069018367677927,0.0009530591778457165,0.001210512244142592,0.0004198553797323257,0.0007831920520402491,0.0008327241521328688,0.0017292483244091272,0.00038389250403270125,0.0011604470200836658,0.0016028234967961907,0.0021026430185884237,0.0003104583884123713,0.0008962358115240932,0.0009737779619172215,0.001624641939997673,0.0004925689427182078,0.0007691307691857219,0.0008336941245943308,0.0016279119299724698,0.00035581248812377453,0.0012805294245481491,0.0017545775044709444,0.0020436146296560764,0.0012538937153294683,0.0012169558322057128
22,0.00093183753779158,0.0008994310046546161,9.999999747378752e-05,46.756065368652344,3.005290985107422,0.0004223141586408019,0.0005289940163493156,0.0005069902399554849,0.0002422873949399218,0.0002421069220872596,0.0007150742458179593,0.0003013719688169658,0.0007971992599777877,0.0009356681839562953,0.001155526959337294,0.0003894373367074877,0.0007674072403460741,0.0008082246640697122,0.0016739678103476763,0.0003522345796227455,0.0011316756717860699,0.001591561478562653,0.0020929877646267414,0.0002991065557580441,0.0008806315017864108,0.0009632431901991367,0.001571620348840952,0.000469509803224355,0.0007471608696505427,0.0008162453304976225,0.0015584160573780537,0.00034770643105730414,0.0012689540162682533,0.0017578585539013147,0.002044056309387088,0.0012358406092971563,0.001203423598781228
23,0.0009078005095943809,0.000875619298312813,9.999999747378752e-05,54.180660247802734,2.987771511077881,0.000380340323317796,0.0005144707392901182,0.0004832591803278774,0.00021972025569994003,0.0002320979256182909,0.0006170576089061797,0.00030176949803717434,0.0007929393323138356,0.0009134063730016351,0.0010266222525388002,0.00037333735963329673,0.0007769843796268106,0.0008088375325314701,0.0016077352920547128,0.00034665659768506885,0.0011074302019551396,0.0015788597520440817,0.002077147364616394,0.000288687675492838,0.0008678993908688426,0.0009555400465615094,0.0015093861147761345,0.00046199565986171365,0.0007157721556723118,0.0008015558705665171,0.0014761531492695212,0.00033671167329885066,0.0012453144881874323,0.0017670771339908242,0.002049423987045884,0.0012292707106098533,0.0011861547827720642
24,0.0008842492825351655,0.0008436329080723226,9.999999747378752e-05,54.152347564697266,2.95851731300354,0.0003477154241409153,0.0005063426797278225,0.00047877352335490286,0.00020185396715532988,0.00022021624317858368,0.0005530517664737999,0.00031207766733132303,0.0007857448072172701,0.0008880611276254058,0.0008303336217068136,0.0003682259703055024,0.0007657786482013762,0.0007940432988107204,0.0015385692240670323,0.0003242516831960529,0.0010920007480308414,0.0015737020876258612,0.002071057679131627,0.00027940861764363945,0.0008582083391956985,0.0009536186698824167,0.0014417334459722042,0.000441985932411626,0.000712572771590203,0.0007848833338357508,0.0014000815572217107,0.0003303132252767682,0.001222397550009191,0.0017655614065006375,0.002045807894319296,0.0012226589024066925,0.0011849456932395697
25,0.0008661299361847341,0.0008540324633941054,9.999999747378752e-05,60.54518508911133,3.790635824203491,0.0003152461431454867,0.0005003776750527322,0.0004817912995349616,0.00017440093506593257,0.00021598678722511977,0.0004943642416037619,0.00030037411488592625,0.0007737440755590796,0.000866689020767808,0.0007649577455595136,0.00035683345049619675,0.0007553198374807835,0.0007858311873860657,0.0014737084275111556,0.00030658324249088764,0.0011044010752812028,0.0015698238275945187,0.002069404348731041,0.00028630043379962444,0.0008564586169086397,0.0009518656297586858,0.0012907135533168912,0.0004358200530987233,0.0007096795015968382,0.0007818819140084088,0.0013544198591262102,0.0003247868735343218,0.0012069966178387403,0.0017592109506949782,0.002036678371950984,0.0012318599037826061,0.001179646234959364
26,0.0008356699836440384,0.0008312737918458879,9.999999747378752e-05,51.43561553955078,2.2803735733032227,0.00028031744295731187,0.00047845751396380365,0.0004951295559294522,0.00016100289940368384,0.00021523395844269544,0.0004253842344041914,0.0002957981778308749,0.0007650781190022826,0.000861763721331954,0.0006949178641662002,0.0003507083165459335,0.000736714864615351,0.0007738039712421596,0.0013929415727034211,0.0002935615193564445,0.001078787725418806,0.0015563140623271465,0.0020616718102246523,0.0002676277363207191,0.0008377109770663083,0.0009486033814027905,0.000963747501373291,0.0004261333670001477,0.0007062122458592057,0.0007683597505092621,0.001228128676302731,0.00031627147109247744,0.0012009303318336606,0.0017435078043490648,0.0020285272039473057,0.0012125225039198995,0.001175568555481732
27,0.0008179596625268459,0.0007970555452629924,9.999999747378752e-05,43.70918273925781,2.2466683387756348,0.00024756972561590374,0.00046595168532803655,0.00048579342546872795,0.00014830080908723176,0.00021184154320508242,0.0003969450481235981,0.00029002403607591987,0.0007622829871252179,0.000850125914439559,0.0006772720953449607,0.0003400920541025698,0.0007274553063325584,0.0007699792622588575,0.001338900183327496,0.00028404188924469054,0.0010712138609960675,0.0015535259153693914,0.0020499813836067915,0.0002609462826512754,0.0008314503938890994,0.0009471636149100959,0.0008470177417621017,0.00041686781332828104,0.0006894008256494999,0.0007600720855407417,0.001130653196014464,0.00030720295035280287,0.0011864597909152508,0.0017309740651398897,0.0020240184385329485,0.0012091124663129449,0.001162074157036841
28,0.0008043599664233625,0.0007859183242544532,9.999999747378752e-05,50.88462829589844,3.2645137310028076,0.00023230935039464384,0.00045742312795482576,0.00047793317935429513,0.00013550125004258007,0.0002022212283918634,0.0003662054950837046,0.00028243885026313365,0.0007641224656254053,0.0008311657584272325,0.0006616193568333983,0.00033531070221215487,0.0007161736721172929,0.0007642378332093358,0.0012855114182457328,0.0002788930432870984,0.0010482794605195522,0.0015463299350813031,0.0020453177858144045,0.0002437400253256783,0.0008317577885463834,0.0009529285016469657,0.0007856814190745354,0.00040224878466688097,0.0006887306226417422,0.0007553949253633618,0.0010534437606111169,0.0003060089366044849,0.0011764824157580733,0.0017206534976139665,0.002024228684604168,0.0012042804155498743,0.001162944477982819
29,0.0007906740065664053,0.0007723611197434366,9.999999747378752e-05,59.8534049987793,3.2789320945739746,0.00021866700262762606,0.0004575648345053196,0.0004783182230312377,0.0001317639835178852,0.0001974346669157967,0.0003396065440028906,0.00027788200532086194,0.0007511064177379012,0.0008064830908551812,0.0006307962466962636,0.00033644287032075226,0.0007081580115482211,0.0007625241996720433,0.0012350985780358315,0.0002720906923059374,0.0010405535576865077,0.001538857351988554,0.002036713995039463,0.00023979097022674978,0.0008294078870676458,0.0009495019912719727,0.0007349323714151978,0.0003885558689944446,0.000679817225318402,0.0007578050717711449,0.0009856736287474632,0.0002896066871471703,0.001160093815997243,0.0016973394667729735,0.002022751607000828,0.001197339966893196,0.0011488901218399405
30,0.0007754104444757104,0.0007691856590099633,9.999999747378752e-05,60.62751770019531,3.3878724575042725,0.00020676515123341233,0.00045872858026996255,0.00047272947267629206,0.00012703455286100507,0.00019572967721614987,0.00031403079628944397,0.00026724013150669634,0.000754915236029774,0.0007903783116489649,0.0006009381031617522,0.00032052519964054227,0.0006894439575262368,0.0007517028716392815,0.0011763839283958077,0.0002646048669703305,0.0010217081289738417,0.0015303574036806822,0.002036413876339793,0.00022997960331849754,0.0008305397350341082,0.000944639032240957,0.0006900412845425308,0.0003772289783228189,0.0006667807465419173,0.0007429569377563894,0.0009163005161099136,0.00028569449204951525,0.0011409540893509984,0.0016751243965700269,0.0020150786731392145,0.001176943420432508,0.0011412431485950947
31,0.0007640983676537871,0.0007486703689210117,9.999999747378752e-05,61.10717010498047,3.6130428314208984,0.00019677882664836943,0.0004588267474900931,0.0004707316111307591,0.00012460601283237338,0.00018709513824433088,0.0002920005936175585,0.00025712166097946465,0.0007495115278288722,0.0007686475873924792,0.0005773395532742143,0.00031888746889308095,0.0006833599763922393,0.0007460805354639888,0.0011267683003097773,0.00026187184266746044,0.001018234179355204,0.0015225339448079467,0.0020381934009492397,0.00022271124180406332,0.0008218645816668868,0.0009411046048626304,0.0006500642630271614,0.0003667598939500749,0.0006597822066396475,0.0007343221222981811,0.0008542319992557168,0.00027809408493340015,0.001131154247559607,0.0016553482273593545,0.0020119030959904194,0.0011814439203590155,0.0011437744833528996
32,0.0007576482021249831,0.0007510901195928454,9.999999747378752e-05,60.7366943359375,3.2189254760742188,0.0001916877954499796,0.0004651695489883423,0.0004713509406428784,0.00011984930461039767,0.0001912302104756236,0.00027750275330618024,0.0002498755929991603,0.0007562199607491493,0.000754535140004009,0.0005552385118789971,0.00031885792850516737,0.0006758238887414336,0.0007465727394446731,0.0010798292933031917,0.0002672631817404181,0.0010035152081400156,0.0015275543555617332,0.002034180797636509,0.000227269614697434,0.0008340658969245851,0.000940169207751751,0.0006073158583603799,0.0003637826594058424,0.0006599481566809118,0.0007445261580869555,0.0008069541654549539,0.00028442806797102094,0.001135016791522503,0.0016442763153463602,0.00200994242914021,0.0011709323152899742,0.0011298561003059149
33,0.0007448486285284162,0.0007359169539995492,9.999999747378752e-05,61.07965850830078,3.23406720161438,0.0001777118886820972,0.00045056777889840305,0.00046173229929991066,0.00012263935059309006,0.00018341180111747235,0.00026275034178979695,0.00024150974059011787,0.0007457564934156835,0.0007260756101459265,0.000546180410310626,0.00030699733179062605,0.0006614435696974397,0.0007359371520578861,0.0010262744035571814,0.0002604742767289281,0.0009881568839773536,0.0015113221015781164,0.0020393282175064087,0.00021841250418219715,0.0008308900869451463,0.0009380342671647668,0.000592181459069252,0.000350236106896773,0.0006558393943123519,0.000730601663235575,0.0007669237093068659,0.0002752560540102422,0.0011113918153569102,0.00162171246483922,0.0020064874552190304,0.0011623915052041411,0.0011265275534242392
34,0.0007366416975855827,0.0007262242725118995,9.999999747378752e-05,60.01688003540039,3.175400495529175,0.00018074097170028836,0.0004617409431375563,0.0004598084487952292,0.00010951008152915165,0.0001837258314481005,0.000262044690316543,0.00023123157734517008,0.0007402213523164392,0.0007080879295244813,0.0005097839748486876,0.00030675731250084937,0.000649933994282037,0.0007351400563493371,0.0009748094598762691,0.0002547838957980275,0.0009820895502343774,0.0015045693144202232,0.0020443955436348915,0.00021739769726991653,0.0008288159151561558,0.00094096694374457,0.0005731384735554457,0.0003476359706837684,0.0006509066442959011,0.0007244737353175879,0.0007304277387447655,0.00027827179292216897,0.001097960863262415,0.0015993524575605989,0.0020070611499249935,0.00115957239177078,0.0011171773076057434
35,0.0007283829036168754,0.0007195353391580284,9.999999747378752e-05,60.29650115966797,3.231515884399414,0.00017021165695041418,0.00046153622679412365,0.00045748884440399706,0.00011085997539339587,0.00017530516197439283,0.00024639235925860703,0.00022583817190025002,0.0007390697719529271,0.0007013225695118308,0.000517087581101805,0.0003056118730455637,0.0006418541888706386,0.0007304996252059937,0.000930393289308995,0.00025632299366407096,0.0009809365728870034,0.0014933403581380844,0.002046765759587288,0.00020778235921170563,0.0008287429227493703,0.0009373804205097258,0.0005399297806434333,0.00032996319350786507,0.000643447448965162,0.0007271271897479892,0.0006908242357894778,0.0002706008672248572,0.001094931154511869,0.001584477606229484,0.002001675311475992,0.0011336194584146142,0.0011269159149378538
