frame_index,frame_mean_pixel_error,frame_point_count,gt_individuals,pred_individuals
131,16.581952441549735,4,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
132,4.80493840811737,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
133,6.329884188566379,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
134,5.496401666516332,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
135,41.217595320297924,3,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
136,5.5168793784481975,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
137,7.27962110998614,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
138,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
139,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
140,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
141,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
142,7.338576783703401,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
143,66.59020752844174,3,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
144,,0,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
145,70.30643363811421,3,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
146,69.75375225251254,4,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
147,9.513684591615275,4,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
148,10.163883777338278,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
149,11.939179711432459,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
150,11.101297799967146,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
151,34.22293269040548,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
152,6.998306799098756,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
153,7.384781932138088,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
154,28.73026385045437,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
155,92.20482438501085,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
156,91.98706552818528,7,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
157,24.45779163627364,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
158,5.895870284074671,3,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
159,4.608752111428004,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
160,3.8245819933312104,4,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
161,43.2717064320493,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
162,3.032393424112123,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
163,6.453115906659716,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
164,5.778889106471924,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
165,7.073835417779027,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
166,4.958974888630346,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
167,72.9639654331599,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
168,56.33907007798467,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
169,22.463442625318933,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
170,9.052683829807052,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
171,51.64941075673223,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
172,8.250033741494004,7,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
173,7.651413626824702,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
174,7.6674717164469355,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
175,50.62537695374159,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
176,52.38036876605271,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
177,252.86901309271076,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
178,19.823015151111402,7,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
179,6.469482981653459,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
180,8.128551110548798,4,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
181,7.546017569605188,3,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
182,7.948452582692177,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
183,7.363628670269504,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
184,23.733821315037638,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
185,6.790510597700159,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
186,19.049300033757312,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
187,6.3108407401328455,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
188,7.030345194744747,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
189,6.3833667496269415,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
190,7.776192447467592,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
191,5.879369161505149,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
192,6.37320491874335,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
193,12.363601382280239,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
194,19.04354295928098,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
195,4.989106774357006,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
196,6.0044270937341455,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
197,5.968413605531341,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
198,5.610384709926617,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
199,28.03163324540617,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
200,6.941273412385942,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
201,6.867204359829496,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
202,6.580701681867017,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
203,6.915699863433817,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
204,5.7996512520861545,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
205,6.574067033566391,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
206,5.89276495236068,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
207,5.834064348919108,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
208,9.198289041016823,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
209,8.863893267058886,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
210,8.712599023541726,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
